id	vendor_id	pickup_datetime	dropoff_datetime	passenger_count	pickup_longitude	pickup_latitude	dropoff_longitude	dropoff_latitude	store_and_fwd_flag	trip_duration
id0339353	1	2016-06-25 02:17:40	2016-06-25 02:29:23	1	-73.972412109375	40.761581420898400	-73.990333557128900	40.734672546386700	N	703
id1938933	1	2016-02-01 10:13:45	2016-02-01 10:25:31	2	-73.990310668945300	40.756664276123000	-74.006317138671900	40.742378234863300	N	706
id0617940	2	2016-02-21 21:46:05	2016-02-21 21:54:42	2	-73.96807861328130	40.801235198974600	-73.98193359375	40.779495239257800	N	517
id2063456	2	2016-03-13 00:22:34	2016-03-13 00:30:52	1	-73.995201110839800	40.727451324462900	-74.015556335449200	40.706329345703100	N	498
id0691620	1	2016-05-18 10:54:50	2016-05-18 11:18:23	1	-73.983451843261700	40.760902404785200	-73.972396850585900	40.781288146972700	N	1413
id0332533	2	2016-03-21 13:37:44	2016-03-21 13:41:47	1	-73.956680297851600	40.775230407714800	-73.949241638183600	40.775115966796900	N	243
id3153045	2	2016-03-15 07:50:29	2016-03-15 08:02:03	1	-73.993255615234400	40.736373901367200	-73.990455627441400	40.756221771240200	N	694
id2882813	2	2016-05-06 17:29:11	2016-05-06 17:37:28	1	-74.001991271972700	40.724433898925800	-74.001358032226600	40.737087249755900	N	497
id0448481	2	2016-03-13 20:42:36	2016-03-13 20:46:58	1	-73.991767883300800	40.727149963378900	-74.001052856445300	40.731658935546900	N	262
id3870128	1	2016-06-08 03:01:31	2016-06-08 03:03:23	1	-73.993896484375	40.736213684082000	-74.001548767089800	40.739406585693400	N	112
id2072385	2	2016-04-23 03:24:36	2016-04-23 03:46:36	1	-73.988227844238300	40.732021331787100	-73.999794006347700	40.657001495361300	N	1320
id2308994	2	2016-01-16 23:12:41	2016-01-16 23:22:14	1	-73.979499816894500	40.776336669921900	-73.950263977050800	40.78955078125	N	573
id3778906	1	2016-02-03 19:40:43	2016-02-03 19:44:52	1	-73.993896484375	40.756385803222700	-74.00384521484380	40.753181457519500	N	249
id0875979	2	2016-06-27 12:39:48	2016-06-27 12:53:29	3	-73.979637145996100	40.760749816894500	-73.97283935546880	40.790611267089800	N	821
id1481116	2	2016-02-11 22:01:07	2016-02-11 22:21:07	1	-73.983711242675800	40.726898193359400	-73.957275390625	40.722183227539100	N	1200
id2344112	1	2016-05-20 06:03:23	2016-05-20 06:07:43	1	-73.989990234375	40.755710601806600	-73.978904724121100	40.763866424560500	N	260
id3176688	2	2016-04-25 20:17:06	2016-04-25 20:24:37	3	-73.977729797363300	40.755146026611300	-73.977790832519500	40.742103576660200	N	451
id2586149	2	2016-04-26 23:36:16	2016-04-26 23:56:06	1	-73.994239807128900	40.727588653564500	-73.957077026367200	40.732135772705100	N	1190
id1062842	1	2016-06-05 19:53:02	2016-06-05 20:23:51	2	-73.993873596191400	40.761806488037100	-73.901054382324200	40.739509582519500	N	1849
id3808524	2	2016-05-22 14:33:27	2016-05-22 14:46:02	1	-73.991622924804700	40.759750366210900	-73.985626220703100	40.747150421142600	N	755
id2206138	1	2016-01-21 12:07:45	2016-01-21 12:07:51	1	-73.78271484375	40.643966674804700	-73.78271484375	40.643966674804700	N	6
id0942123	2	2016-03-08 17:17:48	2016-03-08 17:28:40	6	-74.011772155761700	40.703525543212900	-74.00933837890630	40.71527099609380	N	652
id0500971	1	2016-05-04 17:14:14	2016-05-04 17:28:26	1	-74.0015869140625	40.741062164306600	-73.988273620605500	40.728736877441400	N	852
id1955631	2	2016-03-04 19:22:38	2016-03-04 19:26:40	1	-74.009956359863300	40.719215393066400	-74.004364013671900	40.721038818359400	N	242
id1609491	2	2016-01-03 13:49:53	2016-01-03 13:59:23	2	-73.959640502929700	40.763225555419900	-73.982734680175800	40.738716125488300	N	570
id3510769	2	2016-01-12 06:09:26	2016-01-12 06:17:42	1	-73.975936889648400	40.760173797607400	-73.980690002441400	40.780727386474600	N	496
id1085846	1	2016-02-03 07:40:19	2016-02-03 07:56:29	1	-73.961990356445300	40.767826080322300	-73.973312377929700	40.789886474609400	N	970
id0750103	1	2016-01-26 13:14:45	2016-01-26 13:35:46	1	-74.002845764160200	40.730968475341800	-73.984298706054700	40.722461700439500	N	1261
id1013088	2	2016-02-19 20:46:00	2016-02-19 20:49:05	3	-73.958282470703100	40.772682189941400	-73.949249267578100	40.781791687011700	N	185
id1475853	1	2016-02-07 12:58:50	2016-02-07 13:05:50	2	-73.976264953613300	40.760044097900400	-73.987129211425800	40.745330810546900	N	420
id2048243	2	2016-01-28 09:00:12	2016-01-28 09:07:14	1	-73.991180419921900	40.755615234375	-73.982032775878900	40.757656097412100	N	422
id1060448	1	2016-01-07 21:46:40	2016-01-07 21:57:48	1	-73.970802307128900	40.758655548095700	-73.985275268554700	40.726043701171900	N	668
id3329980	2	2016-03-19 18:46:45	2016-03-19 18:49:54	1	-73.981803894043000	40.747272491455100	-73.975868225097700	40.741596221923800	N	189
id0385327	1	2016-06-12 00:55:46	2016-06-12 01:07:03	1	-73.983535766601600	40.738418579101600	-73.993194580078100	40.719940185546900	N	677
id3186572	1	2016-06-15 09:51:56	2016-06-15 10:08:54	1	-73.969635009765600	40.75408935546880	-73.983001708984400	40.734874725341800	N	1018
id0403714	1	2016-04-10 04:21:13	2016-04-10 04:57:42	1	-73.989166259765600	40.731605529785200	-73.914749145507800	40.760204315185500	N	2189
id1098340	1	2016-05-12 18:22:20	2016-05-12 18:28:26	4	-73.961143493652300	40.778480529785200	-73.949554443359400	40.772624969482400	N	366
id2138598	2	2016-01-20 11:29:40	2016-01-20 11:45:34	6	-73.963813781738300	40.807952880859400	-73.962867736816400	40.774131774902300	N	954
id1308817	1	2016-02-19 21:50:37	2016-02-19 21:59:29	1	-73.963356018066400	40.774505615234400	-73.965484619140600	40.802982330322300	N	532
id2461598	2	2016-06-06 23:49:58	2016-06-07 00:02:20	1	-73.9674072265625	40.802833557128900	-73.939468383789100	40.826068878173800	N	742
id1377230	2	2016-05-26 16:44:27	2016-05-26 16:54:31	3	-73.962158203125	40.805290222168000	-73.977630615234400	40.78411865234380	N	604
id2298073	1	2016-01-25 10:54:35	2016-01-25 10:59:29	1	-73.954116821289100	40.787460327148400	-73.965141296386700	40.7911376953125	N	294
id1236370	2	2016-05-21 01:34:50	2016-05-21 01:42:23	1	-73.978530883789100	40.728759765625	-73.987709045410200	40.721359252929700	N	453
id1000776	1	2016-01-22 08:30:09	2016-01-22 08:34:24	1	-73.983619689941400	40.770221710205100	-73.983078002929700	40.760906219482400	N	255
id0906502	1	2016-06-11 01:51:01	2016-06-11 01:57:45	1	-73.996368408203100	40.690723419189500	-73.986618041992200	40.703182220459000	N	404
id3078420	2	2016-05-08 01:30:24	2016-05-08 01:37:23	6	-73.985603332519500	40.735279083252000	-74.003250122070300	40.742660522460900	N	419
id3176485	2	2016-02-03 06:24:21	2016-02-03 06:31:03	1	-73.984664916992200	40.736545562744100	-73.978553771972700	40.753681182861300	N	402
id2625908	2	2016-01-19 07:33:20	2016-01-19 07:51:42	2	-74.008140563964800	40.722141265869100	-73.972488403320300	40.759548187255900	N	1102
id2857295	2	2016-01-28 23:34:01	2016-01-28 23:34:09	6	-73.994422912597700	40.734809875488300	-73.993751525878900	40.73455810546880	N	8
id0883185	2	2016-06-20 12:59:51	2016-06-20 13:14:02	1	-73.980178833007800	40.745906829834000	-73.994117736816400	40.720127105712900	N	851
id0058950	2	2016-05-09 13:30:44	2016-05-09 13:42:22	1	-73.980758666992200	40.747920989990200	-73.984130859375	40.750740051269500	N	698
id2193144	1	2016-05-11 14:59:11	2016-05-11 15:34:03	2	-74.006195068359400	40.711837768554700	-73.989646911621100	40.756172180175800	N	2092
id2672322	2	2016-06-23 06:20:09	2016-06-23 07:01:18	1	-73.778938293457000	40.647380828857400	-73.986869812011700	40.626003265380900	N	2469
id1368344	1	2016-06-23 13:52:44	2016-06-23 14:23:48	1	-73.993064880371100	40.752323150634800	-73.967231750488300	40.639873504638700	N	1864
id1805328	1	2016-02-17 15:10:21	2016-02-17 15:31:03	3	-73.9927978515625	40.754425048828100	-73.963165283203100	40.774253845214800	N	1242
id1358649	1	2016-01-16 19:51:31	2016-01-16 20:00:12	1	-73.991310119628900	40.760715484619100	-73.978759765625	40.777301788330100	Y	521
id3906970	2	2016-03-25 20:55:39	2016-03-25 21:03:00	1	-74.005790710449200	40.740238189697300	-73.9986572265625	40.742259979248000	N	441
id2049599	2	2016-02-08 07:03:01	2016-02-08 07:09:02	1	-73.978767395019500	40.744888305664100	-73.974716186523400	40.755939483642600	N	361
id0910427	1	2016-06-22 17:57:25	2016-06-22 18:00:42	1	-73.998161315918000	40.732963562011700	-73.992774963378900	40.734001159668000	N	197
id3378609	1	2016-05-17 16:59:55	2016-05-17 17:11:48	1	-73.990951538085900	40.748134613037100	-73.9783935546875	40.752639770507800	N	713
id2004186	2	2016-03-29 08:37:19	2016-03-29 08:43:39	4	-73.998527526855500	40.681571960449200	-73.996078491210900	40.694488525390600	N	380
id1521187	2	2016-01-29 12:26:54	2016-01-29 12:35:21	2	-73.977470397949200	40.764278411865200	-73.979476928710900	40.777740478515600	N	507
id2862272	2	2016-01-18 11:44:57	2016-01-18 12:08:02	1	-74.013679504394500	40.708061218261700	-73.979972839355500	40.760658264160200	N	1385
id0327684	2	2016-04-09 20:38:13	2016-04-09 20:49:01	4	-73.973289489746100	40.763698577880900	-73.948814392089800	40.785678863525400	N	648
id2266840	2	2016-05-29 19:41:22	2016-05-29 19:44:32	2	-73.990028381347700	40.751682281494100	-73.999183654785200	40.750232696533200	N	190
id2360691	2	2016-02-25 23:10:14	2016-02-25 23:25:43	3	-73.981460571289100	40.773880004882800	-74.006599426269500	40.735809326171900	N	929
id1147327	2	2016-06-08 07:20:00	2016-06-08 07:34:30	1	-73.945831298828100	40.777782440185500	-74.008041381835900	40.702785491943400	N	870
id1508947	2	2016-06-09 22:07:39	2016-06-09 22:17:53	1	-73.980232238769500	40.770660400390600	-73.964248657226600	40.760391235351600	N	614
id3882573	2	2016-04-01 00:43:11	2016-04-01 01:10:36	1	-73.985397338867200	40.760189056396500	-73.957489013671900	40.722259521484400	N	1645
id3023884	2	2016-03-12 12:56:00	2016-03-12 13:17:46	5	-73.983779907226600	40.725688934326200	-74.007026672363300	40.746448516845700	N	1306
id0296060	2	2016-06-16 08:07:39	2016-06-16 10:11:39	2	-73.779083251953100	40.647491455078100	-74.006996154785200	40.708522796630900	N	7440
id2008429	2	2016-05-12 13:54:13	2016-05-12 14:01:31	6	-73.977638244628900	40.758628845214800	-73.988372802734400	40.748020172119100	N	438
id0587853	1	2016-03-16 18:52:13	2016-03-16 18:59:45	1	-73.957000732421900	40.774879455566400	-73.952400207519500	40.791290283203100	N	452
id0364870	2	2016-06-30 18:50:47	2016-06-30 19:47:02	5	-73.989486694335900	40.735851287841800	-73.967071533203100	40.803558349609400	N	3375
id0361480	2	2016-01-18 00:41:37	2016-01-18 00:46:52	2	-73.990341186523400	40.757423400878900	-74.000938415527300	40.742359161377000	N	315
id0483339	2	2016-01-19 07:36:30	2016-01-19 07:40:59	1	-73.956802368164100	40.775127410888700	-73.947074890136700	40.780086517334000	N	269
id1758205	2	2016-05-01 21:42:51	2016-05-01 21:47:19	1	-73.97552490234380	40.752689361572300	-73.980636596679700	40.737850189209000	N	268
id0429416	1	2016-05-03 21:42:46	2016-05-03 22:12:29	1	-74.004402160644500	40.706573486328100	-73.914329528808600	40.760631561279300	N	1783
id0823715	1	2016-01-07 11:39:13	2016-01-07 11:51:45	1	-73.957611083984400	40.785293579101600	-73.987106323242200	40.770065307617200	N	752
id1281638	1	2016-03-03 22:54:20	2016-03-03 22:58:01	2	-73.98358154296880	40.765518188476600	-73.9769287109375	40.774971008300800	N	221
id1652478	2	2016-04-13 16:16:48	2016-04-13 16:43:03	1	-73.970787048339800	40.764320373535200	-73.976585388183600	40.775428771972700	N	1575
id0845447	2	2016-05-02 23:45:26	2016-05-03 00:21:27	1	-74.011383056640600	40.703239440918000	-73.846336364746100	40.717781066894500	N	2161
id1971744	1	2016-06-15 00:52:48	2016-06-15 00:59:35	1	-73.968193054199200	40.770656585693400	-73.992347717285200	40.767368316650400	N	407
id2434491	2	2016-06-08 19:28:29	2016-06-08 20:07:57	2	-73.954231262207000	40.784599304199200	-74.003196716308600	40.73162841796880	N	2368
id1976080	2	2016-06-04 13:32:04	2016-06-04 13:53:01	6	-73.990043640136700	40.738067626953100	-74.010322570800800	40.718776702880900	N	1257
id3543398	1	2016-01-21 15:43:53	2016-01-21 15:49:29	1	-73.982490539550800	40.764919281005900	-73.990097045898400	40.751449584960900	N	336
id1920776	1	2016-05-18 14:28:49	2016-05-18 15:05:39	2	-73.790374755859400	40.644115447998000	-73.93951416015630	40.680713653564500	N	2210
id2039435	1	2016-03-22 18:09:22	2016-03-22 18:19:35	1	-73.983543395996100	40.773681640625	-73.971092224121100	40.788097381591800	N	613
id2188291	1	2016-05-16 12:05:12	2016-05-16 12:32:00	1	-74.013687133789100	40.7127685546875	-73.983894348144500	40.752452850341800	N	1608
id1450731	1	2016-02-14 03:27:07	2016-02-14 03:39:44	1	-73.994346618652300	40.721164703369100	-73.951759338378900	40.727264404296900	N	757
id1354780	2	2016-02-16 08:44:38	2016-02-16 08:54:15	1	-73.977310180664100	40.757579803466800	-73.982948303222700	40.771705627441400	N	577
id1542930	2	2016-03-07 14:22:23	2016-03-07 14:29:40	1	-73.959068298339800	40.774761199951200	-73.967613220214800	40.762950897216800	N	437
id1483489	2	2016-04-10 00:50:22	2016-04-10 00:58:46	1	-73.97845458984380	40.752426147460900	-73.998283386230500	40.733901977539100	N	504
id1295889	1	2016-05-03 22:43:30	2016-05-03 23:20:11	1	-73.790550231933600	40.644107818603500	-73.988182067871100	40.745670318603500	N	2201
id3530199	2	2016-06-19 18:33:50	2016-06-19 18:58:53	5	-73.99627685546880	40.720970153808600	-73.980789184570300	40.764919281005900	N	1503
id2536715	1	2016-02-11 12:26:53	2016-02-11 12:34:06	1	-73.974937438964800	40.790920257568400	-73.981986999511700	40.776939392089800	N	433
id0532098	1	2016-04-29 23:40:32	2016-04-29 23:46:16	1	-73.9844970703125	40.748306274414100	-73.985404968261700	40.754554748535200	N	344
id2924789	2	2016-05-13 15:07:45	2016-05-13 15:29:14	5	-73.9810791015625	40.741580963134800	-73.994560241699200	40.748531341552700	N	1289
id0495612	2	2016-02-06 11:31:45	2016-02-06 11:44:11	5	-73.99224853515630	40.725009918212900	-73.968536376953100	40.758430480957000	N	746
id0640196	2	2016-01-29 14:43:42	2016-01-29 15:30:40	6	-73.994766235351600	40.740131378173800	-73.87042236328130	40.773426055908200	N	2818
id2663474	1	2016-06-21 17:44:29	2016-06-21 18:23:09	2	-73.9913330078125	40.754989624023400	-73.924179077148400	40.759586334228500	N	2320
id2992408	1	2016-04-29 16:09:56	2016-04-29 16:25:04	2	-73.87310791015630	40.774089813232400	-73.890586853027300	40.747455596923800	N	908
id0771862	1	2016-04-30 22:54:13	2016-04-30 23:05:31	2	-73.974418640136700	40.750278472900400	-73.985580444335900	40.728893280029300	N	678
id3008164	2	2016-04-05 21:43:07	2016-04-05 21:45:03	1	-74.002296447753900	40.728343963623000	-73.997047424316400	40.736911773681600	N	116
id1472480	2	2016-05-04 03:08:08	2016-05-04 03:22:57	2	-73.973709106445300	40.763469696044900	-74.013519287109400	40.70220947265630	N	889
id0470646	1	2016-01-14 17:37:12	2016-01-14 17:48:56	1	-73.964332580566400	40.756237030029300	-73.978324890136700	40.758228302002000	N	704
id1259507	2	2016-03-26 12:30:37	2016-03-26 12:38:24	1	-73.983650207519500	40.746742248535200	-73.976921081543000	40.764186859130900	N	467
id3109047	1	2016-03-11 13:57:58	2016-03-11 14:13:17	1	-74.000747680664100	40.725906372070300	-73.977821350097700	40.750541687011700	N	919
id3031973	2	2016-03-18 07:16:37	2016-03-18 07:20:27	6	-73.954597473144500	40.773128509521500	-73.946739196777300	40.772163391113300	N	230
id2042948	2	2016-04-12 20:38:11	2016-04-12 20:47:37	6	-73.987228393554700	40.722366333007800	-73.961128234863300	40.712024688720700	N	566
id1247315	1	2016-05-12 18:37:42	2016-05-12 18:42:29	1	-73.959487915039100	40.771286010742200	-73.958602905273400	40.781185150146500	N	287
id0270400	1	2016-03-03 09:11:20	2016-03-03 09:21:22	1	-73.95654296875	40.766952514648400	-73.93212890625	40.795078277587900	N	602
id3589261	2	2016-03-15 18:52:44	2016-03-15 19:36:54	1	-73.863578796386700	40.769737243652300	-73.994735717773400	40.764205932617200	N	2650
id1250664	1	2016-06-17 09:46:48	2016-06-17 09:52:32	1	-73.998985290527300	40.734447479248000	-73.991020202636700	40.738090515136700	N	344
id2479320	1	2016-06-20 23:06:18	2016-06-20 23:16:16	1	-73.983497619628900	40.761161804199200	-73.995941162109400	40.735282897949200	N	598
id1381430	2	2016-05-17 20:51:19	2016-05-17 20:57:32	1	-73.972366333007800	40.762439727783200	-73.981452941894500	40.774398803710900	N	373
id0800011	2	2016-02-12 07:04:43	2016-02-12 07:10:57	1	-73.974342346191400	40.743301391601600	-73.970588684082000	40.756259918212900	N	374
id0370868	2	2016-03-12 11:51:44	2016-03-12 12:06:08	6	-73.960403442382800	40.770286560058600	-73.964897155761700	40.8016357421875	N	864
id2732966	1	2016-06-10 23:05:31	2016-06-10 23:14:05	1	-73.974754333496100	40.791072845459000	-73.986923217773400	40.766189575195300	N	514
id3698873	2	2016-04-02 10:18:33	2016-04-02 10:22:08	2	-73.950401306152300	40.771583557128900	-73.956283569335900	40.772178649902300	N	215
id2127501	2	2016-06-13 12:04:31	2016-06-13 12:37:20	5	-73.980461120605500	40.78253173828130	-73.864936828613300	40.770465850830100	N	1969
id2139138	1	2016-04-05 23:46:31	2016-04-06 00:12:12	2	-73.983161926269500	40.763435363769500	-73.982803344726600	40.70172119140630	N	1541
id2703415	1	2016-05-06 20:33:33	2016-05-06 20:43:12	1	-74.002830505371100	40.760585784912100	-73.980888366699200	40.774795532226600	N	579
id3315273	2	2016-02-10 08:15:19	2016-02-10 08:21:03	2	-73.99395751953130	40.751491546630900	-73.984443664550800	40.758251190185500	N	344
id0060444	2	2016-02-15 19:11:41	2016-02-15 19:24:38	1	-73.975860595703100	40.756828308105500	-73.98748779296880	40.728729248046900	N	777
id0579932	1	2016-06-24 07:03:04	2016-06-24 07:19:49	1	-73.956039428710900	40.776107788085900	-73.991325378418000	40.750064849853500	N	1005
id2464159	1	2016-01-12 13:11:43	2016-01-12 13:20:39	1	-73.985397338867200	40.758567810058600	-73.994895935058600	40.750091552734400	N	536
id0642668	2	2016-04-23 11:18:25	2016-04-23 11:33:03	3	-73.959388732910200	40.799018859863300	-73.952880859375	40.767230987548800	N	878
id0214036	2	2016-06-22 12:48:55	2016-06-22 12:53:45	1	-73.969749450683600	40.765419006347700	-73.96356201171880	40.767711639404300	N	290
id1203615	1	2016-05-30 10:37:19	2016-05-30 10:41:15	1	-73.999855041503900	40.743312835693400	-74.001167297363300	40.7318115234375	N	236
id2098528	2	2016-04-20 11:29:53	2016-04-20 11:50:31	1	-74.002838134765600	40.760410308837900	-73.98272705078130	40.756618499755900	N	1238
id0857261	1	2016-01-31 07:34:27	2016-01-31 07:42:01	1	-73.990196228027300	40.756217956543000	-73.972099304199200	40.760555267334000	N	454
id1587936	1	2016-04-02 09:49:24	2016-04-02 10:04:51	1	-73.974510192871100	40.793087005615200	-73.966384887695300	40.764713287353500	N	927
id2036714	1	2016-02-04 22:30:45	2016-02-04 22:57:47	2	-73.955314636230500	40.772815704345700	-73.973945617675800	40.742496490478500	N	1622
id3653721	2	2016-06-23 14:43:03	2016-06-23 14:57:17	1	-73.959930419921900	40.766651153564500	-73.983283996582000	40.780239105224600	N	854
id3603906	1	2016-05-06 19:18:05	2016-05-06 19:22:50	1	-73.957901000976600	40.765464782714800	-73.946456909179700	40.781410217285200	N	285
id2707560	1	2016-05-18 03:34:10	2016-05-18 03:36:19	1	-73.9715576171875	40.75714111328130	-73.977821350097700	40.746498107910200	N	129
id0669470	1	2016-05-03 23:33:02	2016-05-04 00:20:12	2	-74.001228332519500	40.746322631835900	-73.921714782714800	40.703163146972700	N	2830
id3861044	1	2016-06-01 13:17:54	2016-06-01 13:20:17	1	-73.972747802734400	40.764743804931600	-73.975044250488300	40.761161804199200	N	143
id3733782	1	2016-04-02 13:06:00	2016-04-02 13:10:34	1	-73.979545593261700	40.777824401855500	-73.987701416015600	40.779449462890600	N	274
id1897612	2	2016-04-20 08:57:17	2016-04-20 09:01:42	1	-73.987289428710900	40.733409881591800	-73.990989685058600	40.726741790771500	N	265
id3649295	1	2016-05-21 19:05:56	2016-05-21 19:29:59	1	-73.974784851074200	40.758350372314500	-74.002799987793000	40.760562896728500	N	1443
id0653946	1	2016-03-26 19:46:28	2016-03-26 19:54:18	1	-73.980941772460900	40.764381408691400	-73.977752685546900	40.753288269043000	N	470
id3627575	2	2016-06-05 20:35:03	2016-06-05 20:51:41	2	-73.966850280761700	40.757251739502000	-73.906486511230500	40.75946044921880	N	998
id0614319	1	2016-02-10 08:03:28	2016-02-10 08:13:05	2	-73.956108093261700	40.780025482177700	-73.972869873046900	40.790092468261700	N	577
id3921410	2	2016-05-13 05:03:40	2016-05-13 05:24:30	2	-73.981163024902300	40.741535186767600	-73.802581787109400	40.707298278808600	N	1250
id1122181	2	2016-04-08 13:13:09	2016-04-08 13:24:09	2	-73.996017456054700	40.740268707275400	-73.987007141113300	40.743778228759800	N	660
id2775134	1	2016-05-16 02:11:27	2016-05-16 02:24:03	1	-73.996994018554700	40.722206115722700	-73.978057861328100	40.671249389648400	N	756
id3462172	2	2016-04-20 13:22:31	2016-04-20 13:35:53	4	-73.987991333007800	40.752090454101600	-73.982467651367200	40.768310546875	N	802
id1402939	2	2016-04-11 19:59:06	2016-04-11 20:46:52	1	-73.993942260742200	40.74639892578130	-73.907928466796900	40.849708557128900	N	2866
id3140282	2	2016-03-24 11:54:54	2016-03-24 12:19:56	2	-74.013580322265600	40.716526031494100	-73.977134704589800	40.746337890625	N	1502
id1222663	1	2016-06-25 17:53:27	2016-06-25 18:08:25	1	-73.985130310058600	40.763446807861300	-73.952064514160200	40.781211853027300	N	898
id3935792	2	2016-02-07 21:00:15	2016-02-07 21:24:22	1	-73.9959716796875	40.726520538330100	-73.952072143554700	40.791385650634800	N	1447
id2557605	2	2016-03-15 19:33:24	2016-03-15 19:42:16	2	-73.972023010253900	40.759788513183600	-73.955528259277300	40.782386779785200	N	532
id1572910	2	2016-05-07 14:52:39	2016-05-07 15:23:15	6	-74.01544189453130	40.711795806884800	-73.982940673828100	40.773246765136700	N	1836
id0793966	1	2016-01-31 08:57:16	2016-01-31 09:03:12	2	-73.982231140136700	40.740196228027300	-73.991462707519500	40.743118286132800	N	356
id3662314	1	2016-04-28 06:52:29	2016-04-28 07:08:51	1	-73.989227294921900	40.769462585449200	-73.998046875	40.722675323486300	N	982
id0891853	1	2016-04-30 11:31:06	2016-04-30 11:51:53	1	-73.998321533203100	40.74530029296880	-73.963699340820300	40.808071136474600	N	1247
id3746338	2	2016-01-03 10:04:05	2016-01-03 10:09:32	2	-74.004020690918000	40.725391387939500	-73.986221313476600	40.731109619140600	N	327
id3067763	2	2016-06-08 16:55:44	2016-06-08 16:59:55	1	-74.008171081543000	40.731010437011700	-73.996711730957000	40.735439300537100	N	251
id1641045	1	2016-04-23 12:29:15	2016-04-23 12:31:37	1	-73.98724365234380	40.770698547363300	-73.98016357421880	40.774810791015600	N	142
id2804643	1	2016-03-06 02:57:48	2016-03-06 03:15:29	1	-73.985176086425800	40.727642059326200	-73.987388610839800	40.770969390869100	N	1061
id3893473	2	2016-06-07 23:10:18	2016-06-07 23:13:46	1	-73.9854736328125	40.735530853271500	-73.977897644043000	40.744029998779300	N	208
id2330639	1	2016-01-27 08:14:26	2016-01-27 08:21:37	1	-73.99102783203130	40.733345031738300	-73.9998779296875	40.721916198730500	N	431
id2376983	1	2016-01-30 00:20:47	2016-01-30 00:39:33	1	-74.009063720703100	40.710758209228500	-73.983047485351600	40.761249542236300	N	1126
id3374937	1	2016-03-06 21:37:22	2016-03-06 21:48:11	1	-73.966697692871100	40.794124603271500	-73.941162109375	40.829181671142600	N	649
id3176832	2	2016-05-14 11:56:10	2016-05-14 12:03:49	2	-73.969764709472700	40.797405242919900	-73.962074279785200	40.801448822021500	N	459
id2793950	2	2016-05-22 12:44:23	2016-05-22 13:00:57	2	-73.977668762207000	40.783805847168000	-73.961112976074200	40.770008087158200	N	994
id1761290	1	2016-03-04 14:16:45	2016-03-04 14:30:56	1	-73.971580505371100	40.760292053222700	-73.982719421386700	40.754524230957000	N	851
id2342195	2	2016-02-28 13:14:26	2016-02-28 13:19:00	5	-73.96630859375	40.765190124511700	-73.97564697265630	40.752578735351600	N	274
id1199515	1	2016-02-20 19:32:06	2016-02-20 19:46:17	2	-74.0101318359375	40.714176177978500	-73.999290466308600	40.727512359619100	N	851
id2576315	2	2016-04-03 00:47:18	2016-04-03 00:54:01	3	-74.006271362304700	40.734268188476600	-74.000762939453100	40.727500915527300	N	403
id1588809	2	2016-06-08 14:03:25	2016-06-08 14:19:48	1	-73.98223876953130	40.778770446777300	-73.95111083984380	40.827831268310500	N	983
id3755005	1	2016-02-08 00:51:04	2016-02-08 01:09:18	1	-74.003875732421900	40.737861633300800	-73.960151672363300	40.814918518066400	N	1094
id2699976	1	2016-04-20 07:44:09	2016-04-20 07:49:36	1	-73.991287231445300	40.765182495117200	-73.980751037597700	40.774448394775400	N	327
id0914756	2	2016-03-21 15:30:16	2016-03-21 15:36:16	6	-73.983894348144500	40.755638122558600	-73.975341796875	40.765384674072300	N	360
id1215541	1	2016-06-19 03:46:01	2016-06-19 04:01:50	1	-73.989875793457000	40.719139099121100	-73.940933227539100	40.682140350341800	N	949
id1159603	2	2016-03-07 05:48:41	2016-03-07 05:53:37	1	-73.969474792480500	40.757408142089800	-73.960479736328100	40.773956298828100	N	296
id1518609	1	2016-06-24 19:17:22	2016-06-24 19:42:31	1	-73.996513366699200	40.723457336425800	-73.978294372558600	40.755252838134800	N	1509
id1223496	2	2016-01-29 20:41:10	2016-01-29 20:48:28	1	-73.954597473144500	40.763980865478500	-73.967941284179700	40.762680053710900	N	438
id0082195	2	2016-02-15 03:43:22	2016-02-15 03:51:11	6	-74.004020690918000	40.742099761962900	-73.992652893066400	40.756710052490200	N	469
id3896470	1	2016-02-07 23:32:18	2016-02-07 23:35:42	1	-73.991447448730500	40.72698974609380	-73.990165710449200	40.734600067138700	N	204
id0431342	2	2016-01-26 07:39:55	2016-01-26 08:18:42	1	-74.008323669433600	40.721549987793000	-73.946083068847700	40.776561737060500	N	2327
id2628439	2	2016-04-20 06:27:40	2016-04-20 06:34:31	1	-73.982147216796900	40.762191772460900	-73.97247314453130	40.754837036132800	N	411
id1192025	2	2016-02-16 22:12:48	2016-02-16 22:22:49	5	-73.975173950195300	40.749988555908200	-73.955093383789100	40.741523742675800	N	601
id1631608	2	2016-03-09 16:17:38	2016-03-09 16:28:25	1	-73.973587036132800	40.761421203613300	-73.9913330078125	40.750370025634800	N	647
id1821369	2	2016-05-03 13:25:56	2016-05-03 13:39:20	5	-73.975028991699200	40.764389038085900	-73.961662292480500	40.765350341796900	N	804
id1062003	1	2016-06-27 09:27:19	2016-06-27 09:50:34	1	-73.789627075195300	40.643486022949200	-73.869239807128900	40.755458831787100	N	1395
id0871768	2	2016-03-14 04:56:38	2016-03-14 05:15:52	1	-73.967826843261700	40.787288665771500	-73.865531921386700	40.770858764648400	N	1154
id3418639	1	2016-06-21 16:24:24	2016-06-21 16:32:15	1	-73.954551696777300	40.765853881835900	-73.953140258789100	40.785720825195300	N	471
